subsektor;komoditas;provinsi;tahun;produktivitas;luas_panen;kluster;silhouette_score_komoditas;prediksi_random_forest_2026;prediksi_xgboost_2026;prediksi_produksi_2026;c1_produksi_aktual_terakhir;c2_luas_panen;c3_produktivitas;c4_prediksi_produksi;c5_prediksi_produktivitas;c6_pertumbuhan_produksi;nilai_topsis;ranking_topsis_global;ranking_topsis_per_komoditas;absolute
Pangan;Jagung;Kalimantan Tengah;2026;46,39470769;8148,196667;1;0,347970864;49591,86509;46668,51563;46668,51563;0;0;0;-448,2593994;0;0;0,000156684;1302;22;46668,51563
Pangan;Jagung;Kalimantan Timur;2026;50,6582943;1631,543333;1;0,347970864;12677,50761;8644,708984;8644,708984;0;0;0;-448,2593994;0;0;0,000156684;1302;22;8644,708984
Pangan;Jagung;Kalimantan Utara;2026;49,57031942;477,4833333;1;0,347970864;4935,733834;2071,069824;2071,069824;68023,33333;141359,8889;796,4444444;66049,44531;796,4444444;-2,901780792;0,034542908;133;4;2071,069824
Pangan;Jagung;Kepulauan Bangka Belitung;2026;25,84731183;377,0833333;1;0,347970864;3199,698927;747,8077393;747,8077393;35361,33333;63054,66667;789,5555556;52692,45313;789,5555556;49,01149973;0,023142326;205;11;747,8077393
Pangan;Jagung;Kepulauan Riau;2026;49,43639291;3,356666667;1;0,347970864;20,98396558;-143,5839539;143,5839539;7469;22189,88889;675,4444444;8762,427734;675,4444444;17,31728122;0,01696226;276;18;143,5839539
Pangan;Jagung;Lampung;2026;65,43760462;176906,7733;3;0,347970864;1220199,615;1243259;1243259;1413;4438;528,1111111;2347,782471;528,1111111;66,15587195;0,012835005;357;25;1243259
Pangan;Jagung;Maluku;2026;30,91593678;2408,04;1;0,347970864;6490,572369;7802,28125;7802,28125;746,3333333;4197,555556;359,5555556;1373,667847;359,5555556;84,05553997;0,008786753;445;32;7802,28125
Pangan;Jagung;Maluku Utara;2026;37,52880511;1363,843333;1;0,347970864;4648,720853;3871,447021;3871,447021;1072,333333;6408,555556;330;1452,395386;330;35,44252898;0,008136813;463;5;3871,447021
Pangan;Jagung;Nusa Tenggara Barat;2026;69,68935259;175292,6667;3;0,347970864;1252946,062;1224617,125;1224617,125;21;103,1111111;265,4444444;-2983,097168;265,4444444;-14305,22461;0,006462479;532;12;1224617,125
Pangan;Jagung;Nusa Tenggara Timur;2026;26,46213854;108281,3633;1;0,347970864;354002,1781;319964,0313;319964,0313;122,6666667;776,6666667;186,8888889;-569,5523682;186,8888889;-564,3089958;0,004562564;615;19;319964,0313
Pangan;Jagung;Papua;2026;27,49839245;757,3333333;2;0,347970864;2646,380079;964,8259277;964,8259277;0;0;0;-448,2593994;0;0;0,000156684;1302;25;964,8259277
Pangan;Jagung;Papua Barat;2026;46,71794689;590,3333333;1;0,347970864;2156,748781;932,5543213;932,5543213;0;0,666666667;0;-452,0211792;0;0;0,000156507;1306;27;932,5543213
Pangan;Jagung;Riau;2026;36,62278308;513,7833333;1;0,347970864;3989,230998;791,7526855;791,7526855;197542,6667;227234,2222;1415,222222;206203,5156;1415,222222;4,384292824;0,058411749;77;6;791,7526855
Pangan;Jagung;Sulawesi Barat;2026;50,83885543;5454,363333;1;0,347970864;35171,90014;28523,74805;28523,74805;111653;116531,2222;995,3333333;109637,6953;995,3333333;-1,804971373;0,034413653;134;13;28523,74805
Pangan;Jagung;Sulawesi Selatan;2026;59,54202752;192845,2833;3;0,347970864;1233478,212;1196816;1196816;3666,333333;8303,222222;843,4444444;3061,114258;843,4444444;-16,50747547;0,020401274;236;20;1196816
Pangan;Jagung;Sulawesi Tengah;2026;43,56907235;18402,89333;1;0,347970864;83038,35001;76930,38281;76930,38281;0;0;0;-448,2593994;0;0;0,000156684;1302;26;76930,38281
Pangan;Jagung;Sulawesi Tenggara;2026;37,85828298;17911,53;1;0,347970864;55169,46448;62369,76953;62369,76953;0;0;0;-448,2593994;0;0;0,000156684;1302;26;62369,76953
Pangan;Jagung;Sulawesi Utara;2026;37,15923741;27241,06667;1;0,347970864;127484,833;102716,5625;102716,5625;37;107,2222222;728,5555556;1961,731567;728,5555556;5201,977209;0,01758291;267;7;102716,5625
Pangan;Jagung;Sumatera Barat;2026;62,70816148;83109,25667;1;0,347970864;532195,5375;557523,125;557523,125;5,666666667;72,77777778;123,5555556;-680,142334;123,5555556;-12102,51178;0,003019904;737;14;557523,125
Pangan;Jagung;Sumatera Selatan;2026;63,89452378;53285,64;1;0,347970864;365602,602;393821,7813;393821,7813;0;0;0;-448,2593994;0;0;0,000156684;1302;17;393821,7813
Pangan;Jagung;Sumatera Utara;2026;63,90102037;208433,7867;3;0,347970864;1295390,757;1334833,25;1334833,25;0;0;0;-448,2593994;0;0;0,000156684;1302;17;1334833,25
Pangan;Ketela Pohon;Aceh;2026;312,716136;1057;4;0,438814965;38657,24755;25951,80273;25951,80273;1349,333333;1869,222222;1977,333333;1306,214111;1977,333333;-3,195594516;0,046582239;94;5;25951,80273
Pangan;Ketela Pohon;Bali;2026;138,9166573;3510,666667;4;0,438814965;46375,32393;36315,83203;36315,83203;47,33333333;59,11111111;1372,666667;-784,234375;1372,666667;-1756,833187;0,032710354;137;12;36315,83203
Pangan;Ketela Pohon;Banten;2026;268,6834176;1800,666667;4;0,438814965;50491,6166;38836,70703;38836,70703;915;2077,222222;635,4444444;936,9611816;635,4444444;2,400129141;0,015372836;310;19;38836,70703
Pangan;Ketela Pohon;Bengkulu;2026;274,4455556;1016,333333;4;0,438814965;27537,98726;23106,56445;23106,56445;37,33333333;181,7777778;166,2222222;-621,3949585;166,2222222;-1764,450782;0,004057592;644;26;23106,56445
Pangan;Ketela Pohon;Daerah Istimewa Yogyakarta;2026;194,5946496;44692,66667;4;0,438814965;833145,3194;790611,875;790611,875;0;8;0;-518,7606201;0;0;0,000153386;1313;31;790611,875
Pangan;Ketela Pohon;Daerah Khusus Ibukota Jakarta;2026;0;0;1;0,438814965;65,48;6857,53418;6857,53418;5792;25276;602,5555556;5829,490723;602,5555556;0,647284576;0,015472483;306;6;6857,53418
Pangan;Ketela Pohon;Gorontalo;2026;238,9078388;95,33333333;4;0,438814965;3304,94345;8664,201172;8664,201172;2175,666667;9920;432;1854,275757;432;-14,77206572;0,010686785;406;13;8664,201172
Pangan;Ketela Pohon;Jambi;2026;337,7943973;1414,666667;4;0,438814965;38201,91853;33150,92578;33150,92578;766,3333333;3109,333333;385,2222222;1183,827026;385,2222222;54,47938578;0,009384932;432;20;33150,92578
Pangan;Ketela Pohon;Jawa Barat;2026;297,5165867;41054,66667;4;0,438814965;1205616,776;1148451;1148451;28,66666667;191;280,3333333;-932,1795654;280,3333333;-3351,789182;0,006824645;517;27;1148451
Pangan;Ketela Pohon;Jawa Tengah;2026;300,9557551;79986,66667;4;0,438814965;2235055,533;2196837;2196837;0;5,333333333;0;-518,7606201;0;0;0,000153381;1314;33;2196837
Pangan;Ketela Pohon;Jawa Timur;2026;235,1453694;62534;4;0,438814965;1320265,777;1271815,875;1271815,875;8962;34631,33333;399,5555556;8383,216797;399,5555556;-6,458192403;0,011975835;378;7;1271815,875
Pangan;Ketela Pohon;Kalimantan Barat;2026;243,5613008;5027;4;0,438814965;126765,9633;105473,6875;105473,6875;2015,333333;12832;258,5555556;3336,884033;258,5555556;65,5747949;0,006819159;518;14;105473,6875
Pangan;Ketela Pohon;Kalimantan Selatan;2026;333,8342976;967,6666667;4;0,438814965;27684,94192;22964,18164;22964,18164;0;133,3333333;0;-452,0211792;0;0;0,000158798;1298;21;22964,18164
Pangan;Ketela Pohon;Kalimantan Tengah;2026;293,0764103;1286,333333;4;0,438814965;33480,02188;28493,23438;28493,23438;0;0;0;-448,2593994;0;0;0,000156684;1302;22;28493,23438
Pangan;Ketela Pohon;Kalimantan Timur;2026;300,4125621;1713,666667;4;0,438814965;46304,1245;40121,23047;40121,23047;127323;268031;708,5555556;126917,4922;708,5555556;-0,318487479;0,056739527;78;1;40121,23047
Pangan;Ketela Pohon;Kalimantan Utara;2026;301,4088832;1279,333333;4;0,438814965;38611,26095;37118,04297;37118,04297;47316,33333;76516,33333;884,1111111;46039,49609;884,1111111;-2,698512648;0,026518321;179;8;37118,04297
Pangan;Ketela Pohon;Kepulauan Bangka Belitung;2026;251,5146392;1888,333333;4;0,438814965;44707,12206;33473,99609;33473,99609;302;542,1111111;739,3333333;-758,8676147;739,3333333;-351,2806671;0,017838231;263;15;33473,99609
Pangan;Ketela Pohon;Kepulauan Riau;2026;331,9769589;474;4;0,438814965;16796,44556;16698,69922;16698,69922;790,6666667;2104,111111;562,6666667;1003,700684;562,6666667;26,94359405;0,013633312;343;22;16698,69922
Pangan;Ketela Pohon;Lampung;2026;302,4545076;251242,3333;3;0,438814965;7388910,639;7816046;7816046;60,66666667;334,5555556;449,5555556;-748,3870239;449,5555556;-1333,604984;0,010907786;405;29;7816046
Pangan;Ketela Pohon;Maluku;2026;247,6013494;2641;4;0,438814965;57310,96904;51208,04688;51208,04688;174;576,4444444;465,2222222;923,0797729;465,2222222;430,5056166;0,011286859;393;2;51208,04688
Pangan;Ketela Pohon;Maluku Utara;2026;259,7536674;1511,333333;4;0,438814965;38897,75925;34892,33203;34892,33203;1659,333333;12013,66667;281,5555556;2445,585449;281,5555556;47,38361486;0,007279142;495;9;34892,33203
Pangan;Ketela Pohon;Nusa Tenggara Barat;2026;250,8137132;1301,666667;4;0,438814965;31556,30939;24573,38281;24573,38281;27;177,4444444;220,3333333;-877,7391357;220,3333333;-3350,885688;0,00537089;571;16;24573,38281
Pangan;Ketela Pohon;Nusa Tenggara Timur;2026;142,4381494;27708,33333;4;0,438814965;392237,0118;381873,3125;381873,3125;6,333333333;134;57,77777778;-171,1169281;57,77777778;-2801,846233;0,001422726;938;23;381873,3125
Pangan;Ketela Pohon;Papua;2026;145,3068293;232,3333333;4;0,438814965;9036,01802;3225,285156;3225,285156;0;0;0;-448,2593994;0;0;0,000156684;1302;25;3225,285156
Pangan;Ketela Pohon;Papua Barat;2026;184,6343771;250;4;0,438814965;10000,38426;9402,272461;9402,272461;250457;380360,8889;1204,111111;203370,5938;1204,111111;-18,80019574;0,082332428;61;3;9402,272461
Pangan;Ketela Pohon;Riau;2026;279,0304762;2037;4;0,438814965;50738,46606;44700,30469;44700,30469;56837,66667;76840,55556;1688,555556;46265,12109;1688,555556;-18,6013012;0,043276282;102;10;44700,30469
Pangan;Ketela Pohon;Sulawesi Barat;2026;243,5711411;921,3333333;4;0,438814965;23180,62692;18996,06055;18996,06055;9750,333333;21846,55556;1126,777778;10637,69727;1126,777778;9,100857396;0,027416797;173;17;18996,06055
Pangan;Ketela Pohon;Sulawesi Selatan;2026;318,6157689;10232,33333;4;0,438814965;375644,1486;363067,0313;363067,0313;12;62,88888889;192,8888889;-1013,234009;192,8888889;-8543,61674;0,00470449;606;24;363067,0313
Pangan;Ketela Pohon;Sulawesi Tengah;2026;239,0910112;972,3333333;4;0,438814965;21914,9477;20150,85742;20150,85742;0;0;0;-448,2593994;0;0;0,000156684;1302;26;20150,85742
Pangan;Ketela Pohon;Sulawesi Tenggara;2026;253,7880169;4124,333333;4;0,438814965;104178,2684;94953,64844;94953,64844;5292;6131,888889;1287,222222;7617,022461;1287,222222;43,93466479;0,030788007;147;4;94953,64844
Pangan;Ketela Pohon;Sulawesi Utara;2026;185,7440471;1681;4;0,438814965;44785,64577;28386,29883;28386,29883;3,333333333;18;360,6666667;-875,0471802;360,6666667;-26351,41541;0,008765796;446;11;28386,29883
Pangan;Ketela Pohon;Sumatera Barat;2026;367,8709265;2877,666667;4;0,438814965;113872,6886;134361,9063;134361,9063;0;0;0;-448,2593994;0;0;0,000156684;1302;17;134361,9063
Pangan;Ketela Pohon;Sumatera Selatan;2026;370,865738;4512,333333;4;0,438814965;166498,7015;146403,8281;146403,8281;0;0;0;-448,2593994;0;0;0,000156684;1302;17;146403,8281
Pangan;Ketela Pohon;Sumatera Utara;2026;401,8229352;28797;4;0,438814965;1228974,633;1134846;1134846;0;0;0;-448,2593994;0;0;0,000156684;1302;17;1134846
Pangan;Padi;Aceh;2026;55,79076988;279555,2479;3;0,328661521;1540744,281;1639428,5;1639428,5;4101,333333;3351,111111;1956;4509,740723;1956;9,95791749;0,046118733;95;6;1639428,5
Pangan;Padi;Bali;2026;61,41523777;102920,7622;3;0,328661521;631432,405;671243,5625;671243,5625;1647,666667;2205,777778;1182,444444;2094,530029;1182,444444;27,12098094;0,02829734;165;13;671243,5625
Pangan;Padi;Banten;2026;52,46521915;318570,4433;3;0,328661521;1678646,702;1848963;1848963;310,3333333;882,7777778;629,6666667;-350,2832642;629,6666667;-212,8732323;0,015226457;313;20;1848963
Pangan;Padi;Bengkulu;2026;50,01971305;55102,04667;3;0,328661521;269079,8483;276217,2188;276217,2188;11,33333333;217,3333333;134,3333333;-1087,651978;134,3333333;-9696,929214;0,003281563;710;27;276217,2188
Pangan;Padi;Daerah Istimewa Yogyakarta;2026;49,43048923;103298,0069;3;0,328661521;555209,2236;548873,6875;548873,6875;0;1,333333333;0;-518,7606201;0;0;0,000153378;1315;32;548873,6875
Pangan;Padi;Daerah Khusus Ibukota Jakarta;2026;49,97407463;438,2587535;3;0,328661521;2166,919832;605,1937866;605,1937866;4597,666667;72847,11111;135;15127,89941;135;229,03428;0,015011221;318;7;605,1937866
Pangan;Padi;Gorontalo;2026;50,9572149;50153,05317;3;0,328661521;386573,4248;269762,7188;269762,7188;1966,666667;8207,777778;427;2132,057617;427;8,409709349;0,010507955;408;14;269762,7188
Pangan;Padi;Jambi;2026;45,47445578;67745,16243;3;0,328661521;306725,7961;342263,8125;342263,8125;26,66666667;203,2222222;366,1111111;-787,4728394;366,1111111;-3053,023148;0,008897553;440;21;342263,8125
Pangan;Padi;Jawa Barat;2026;58,14977704;1604772,777;2;0,328661521;9290229,033;10132658;10132658;22,33333333;79,33333333;249,4444444;-1019,753906;249,4444444;-4666,062267;0,006076316;547;28;10132658
Pangan;Padi;Jawa Tengah;2026;56,01053001;1624177,494;2;0,328661521;9243865,288;9655463;9655463;52185,66667;159546,2222;593;59933,31641;593;14,84631746;0,035200759;127;1;9655463
Pangan;Padi;Jawa Timur;2026;57,06878747;1718804,885;2;0,328661521;9946680,154;10043218;10043218;10264;37399,55556;376,3333333;8678,826172;376,3333333;-15,44401625;0,011872012;380;8;10043218
Pangan;Padi;Kalimantan Barat;2026;30,31492302;244942,7367;1;0,328661521;757204,7635;744793,1875;744793,1875;495;6080,222222;265,5555556;1538,47229;265,5555556;210,8024828;0,006588914;527;15;744793,1875
Pangan;Padi;Kalimantan Selatan;2026;41,1042245;250242,8957;3;0,328661521;1204121,182;1152373,875;1152373,875;0;0;0;-448,2593994;0;0;0,000156684;1302;22;1152373,875
Pangan;Padi;Kalimantan Tengah;2026;33,28846583;103249,3057;1;0,328661521;341912,2921;346097,6563;346097,6563;0;0;0;-448,2593994;0;0;0,000156684;1302;22;346097,6563
Pangan;Padi;Kalimantan Timur;2026;40,02767118;62213,89002;3;0,328661521;263037,1157;258724,4531;258724,4531;101468;213233;659,2222222;97400,27344;659,2222222;-4,008876259;0,045976813;96;2;258724,4531
Pangan;Padi;Kalimantan Utara;2026;36,62919627;8330,526653;3;0,328661521;35653,54669;31378,79102;31378,79102;16909,66667;37627,77778;1006,777778;15938,42969;1006,777778;-5,743679035;0,025429126;186;9;31378,79102
Pangan;Padi;Kepulauan Bangka Belitung;2026;41,84701147;16591,21904;3;0,328661521;69729,79972;65052,50391;65052,50391;4471,666667;9474,777778;724,6666667;5379,907227;724,6666667;20,31100768;0,017619522;266;16;65052,50391
Pangan;Padi;Kepulauan Riau;2026;28,96154893;148,2224145;1;0,328661521;755,0023785;-658,2310181;658,2310181;1877,666667;12922;533,5555556;1948,857422;533,5555556;3,791447996;0,013201373;349;23;658,2310181
Pangan;Padi;Lampung;2026;53,0316584;552613,4261;3;0,328661521;3231634,386;2934828,75;2934828,75;1505;7726,444444;420,2222222;1149,437622;420,2222222;-23,62540717;0,010329712;415;30;2934828,75
Pangan;Padi;Maluku;2026;38,68622552;23635,57333;3;0,328661521;107822,1485;86766,07031;86766,07031;264;1159,777778;357,6666667;10,87589359;357,6666667;-95,88034334;0,008698785;449;3;86766,07031
Pangan;Padi;Maluku Utara;2026;33,98420984;7910,29;1;0,328661521;26820,74736;30927,35547;30927,35547;2;14,55555556;289,2222222;-1019,753906;289,2222222;-51087,69531;0,007039385;504;10;30927,35547
Pangan;Padi;Nusa Tenggara Barat;2026;52,67283025;297375,236;3;0,328661521;1571708,588;1633780,125;1633780,125;205,6666667;1430,111111;208,7777778;640,8621216;208,7777778;211,6023282;0,005101901;582;17;1633780,125
Pangan;Padi;Nusa Tenggara Timur;2026;43,0406943;188505,2514;3;0,328661521;1041658,085;940892,5;940892,5;2,666666667;11;19,77777778;-1210,423584;19,77777778;-45490,8844;0,000498672;1127;24;940892,5
Pangan;Padi;Papua;2026;43,62867019;780,4066313;3;0,328661521;2306,736294;-835,1265259;835,1265259;0;0;0;-448,2593994;0;0;0,000156684;1302;25;835,1265259
Pangan;Padi;Papua Barat;2026;45,2480556;4263,490348;3;0,328661521;17119,12384;20887,98828;20887,98828;170700,3333;305671,3333;1090,444444;168561,25;1090,444444;-1,253121943;0,067236831;70;4;20887,98828
Pangan;Padi;Riau;2026;39,34469153;55946,06445;3;0,328661521;235098,9904;222130,5938;222130,5938;31715,66667;38072,11111;1762;29007,15234;1762;-8,539988616;0,042623961;105;11;222130,5938
Pangan;Padi;Sulawesi Barat;2026;50,76860375;65295,37844;3;0,328661521;312760,987;336306,2188;336306,2188;7088;11825,55556;984,8888889;6673,967773;984,8888889;-5,841312452;0,023812604;201;18;336306,2188
Pangan;Padi;Sulawesi Selatan;2026;51,17164101;986933,1639;3;0,328661521;5639353,567;5598226;5598226;1608;969,8888889;76,77777778;-1513,267456;76,77777778;-194,1086726;0,001891185;875;25;5598226
Pangan;Padi;Sulawesi Tengah;2026;45,58885104;182864,9618;3;0,328661521;951530,0751;985438;985438;0;0;0;-448,2593994;0;0;0,000156684;1302;26;985438
Pangan;Padi;Sulawesi Tenggara;2026;43,22745042;131913,5946;3;0,328661521;623717,0306;649963,1875;649963,1875;14832;29981,55556;1118,666667;21514,44922;1118,666667;45,05426927;0,027583414;172;5;649963,1875
Pangan;Padi;Sulawesi Utara;2026;44,7011512;57865,68182;3;0,328661521;265254,1211;252123,6875;252123,6875;22;114,8888889;249,4444444;-1019,753906;249,4444444;-4735,245028;0,006076368;546;12;252123,6875
Pangan;Padi;Sumatera Barat;2026;47,9782804;293306,4459;3;0,328661521;1401435,15;1423459,375;1423459,375;0;0;0;-448,2593994;0;0;0,000156684;1302;17;1423459,375
Pangan;Padi;Sumatera Selatan;2026;56,34106688;553850,2922;3;0,328661521;3391137,357;2900741,75;2900741,75;0;0;0;-448,2593994;0;0;0,000156684;1302;17;2900741,75
Pangan;Padi;Sumatera Utara;2026;51,80551904;453527,39;3;0,328661521;2669284,33;2737231,75;2737231,75;0;0;0;-448,2593994;0;0;0,000156684;1302;17;2737231,75
Perkebunan;Kelapa Sawit;Aceh;2026;5954;477039,2222;4;0,369209793;1105057,438;1043774,313;1043774,313;51147,66667;38367,66667;1552,222222;50462,10156;1552,222222;-1,340364378;0,038029787;119;9;1043774,313
Perkebunan;Kelapa Sawit;Bali;2026;0;0;2;0,369209793;0;-51,19233322;51,19233322;4986,666667;8205,666667;857,6666667;4166,80127;857,6666667;-16,44115101;0,0207382;232;28;51,19233322
Perkebunan;Kelapa Sawit;Banten;2026;3617,222222;18438,55556;4;0,369209793;32484,98318;34456,42188;34456,42188;872505,6667;259333,7778;5726,444444;864750,625;5726,444444;-0,888824218;0,151817004;32;13;34456,42188
Perkebunan;Kelapa Sawit;Bengkulu;2026;6625,333333;423187,4444;4;0,369209793;1325785,848;1378718,75;1378718,75;0;0;0;-51,19233322;0;0;0,000175309;1293;29;1378718,75
Perkebunan;Kelapa Sawit;Daerah Istimewa Yogyakarta;2026;0;0;2;0,369209793;0;-51,19233322;51,19233322;13,66666667;60,88888889;529,1111111;-367,1903992;529,1111111;-2786,759018;0,012817666;358;17;51,19233322
Perkebunan;Kelapa Sawit;Daerah Khusus Ibukota Jakarta;2026;0;0;2;0,369209793;0;-51,19233322;51,19233322;527,3333333;570,2222222;1270,666667;-795,5888672;1270,666667;-250,8702024;0,030342606;152;2;51,19233322
Perkebunan;Kelapa Sawit;Gorontalo;2026;3780,555556;12793,88889;4;0,369209793;37399,77707;33679,14063;33679,14063;0;199,1111111;10,66666667;-49,67700577;10,66666667;0;0,000316964;1218;21;33679,14063
Perkebunan;Kelapa Sawit;Jambi;2026;6000,333333;967377,2222;4;0,369209793;2389104,739;2109378,5;2109378,5;54872;89565,44444;737,2222222;53446,11719;737,2222222;-2,598561766;0,025619595;184;6;2109378,5
Perkebunan;Kelapa Sawit;Jawa Barat;2026;4541,111111;15544,33333;4;0,369209793;44798,95475;49596,13281;49596,13281;222,6666667;2110,777778;484,1111111;1003,700684;484,1111111;350,7637801;0,011750068;385;25;49596,13281
Perkebunan;Kelapa Sawit;Jawa Tengah;2026;0;0;2;0,369209793;0;443,5321655;443,5321655;120,6666667;345,2222222;621,1111111;-748,3870239;621,1111111;-720,2102408;0,015019769;317;10;443,5321655
Perkebunan;Kelapa Sawit;Jawa Timur;2026;0;0;2;0,369209793;0;1374,417725;1374,417725;0;0;0;-448,2593994;0;0;0,000156684;1302;29;1374,417725
Perkebunan;Kelapa Sawit;Kalimantan Barat;2026;5301,555556;2160540,778;1;0,369209793;5089318,975;5128030,5;5128030,5;634,6666667;2348,777778;0,394444444;390,5173035;0,394444444;-38,46891227;0,000513262;1117;14;5128030,5
Perkebunan;Kelapa Sawit;Kalimantan Selatan;2026;5671;479983,6667;4;0,369209793;1313572,317;1273714,75;1273714,75;2,333333333;43,88888889;0,097777778;-1446,784302;0,097777778;-62105,0415;0,000110261;1326;26;1273714,75
Perkebunan;Kelapa Sawit;Kalimantan Tengah;2026;5993,555556;2164240,889;1;0,369209793;8055324,971;7995863,5;7995863,5;0,333333333;8;74,22222222;-89,60054016;74,22222222;-26980,16205;0,001821967;888;18;7995863,5
Perkebunan;Kelapa Sawit;Kalimantan Timur;2026;5873,888889;1455596;1;0,369209793;3972233,76;3997161,75;3997161,75;4533;3669,888889;1741;5010,78418;1741;10,54013191;0,041228081;109;3;3997161,75
Perkebunan;Kelapa Sawit;Kalimantan Utara;2026;4250,111111;236025,1111;4;0,369209793;626203,422;668408,125;668408,125;0;0;0;-448,2593994;0;0;0,000156684;1302;21;668408,125
Perkebunan;Kelapa Sawit;Kepulauan Bangka Belitung;2026;5726,444444;259333,7778;4;0,369209793;873674,4609;864750,625;864750,625;17831,66667;2779;5382,555556;19534,86719;5382,555556;9,551549794;0,118607422;40;7;864750,625
Perkebunan;Kelapa Sawit;Kepulauan Riau;2026;4370,666667;7487,111111;4;0,369209793;23394,68607;27110,87305;27110,87305;0;0;0;-514,9988403;0;0;0,000153554;1312;13;27110,87305
Perkebunan;Kelapa Sawit;Lampung;2026;4719,222222;194871,3333;4;0,369209793;489862,796;402666,8438;402666,8438;0;0;0;-448,2593994;0;0;0,000156684;1302;9;402666,8438
Perkebunan;Kelapa Sawit;Maluku;2026;2630,111111;10172,33333;4;0,369209793;21799,78283;24639,00195;24639,00195;0;0;0;-448,2593994;0;0;0,000156684;1302;9;24639,00195
Perkebunan;Kelapa Sawit;Maluku Utara;2026;3927,555556;5555;4;0,369209793;24687,97746;24875,41602;24875,41602;746;1398,777778;522,888889;364,2397766;522,888889;-51,17429268;0,012674752;363;15;24875,41602
Perkebunan;Kelapa Sawit;Nusa Tenggara Barat;2026;0;0;2;0,369209793;0;-51,19233322;51,19233322;0;0;0;-514,9988403;0;0;0,000153554;1312;16;51,19233322
Perkebunan;Kelapa Sawit;Nusa Tenggara Timur;2026;0;0;2;0,369209793;0;-51,19233322;51,19233322;46745;10091,45667;54,54570548;51274,29688;54,54570548;9,689371858;0,004261514;632;19;51,19233322
Perkebunan;Kelapa Sawit;Papua;2026;6981,777778;96068,55556;4;0,369209793;531153,354;467857,6563;467857,6563;10506;8551,333333;12,66742733;10484,32129;12,66742733;-0,206346002;0,001947632;867;4;467857,6563
Perkebunan;Kelapa Sawit;Papua Barat;2026;1993,444444;63889,66667;4;0,369209793;80636,627;65238,78125;65238,78125;325;365;9,074547152;-279,9416809;9,074547152;-186,1359018;0,000286453;1244;23;65238,78125
Perkebunan;Kelapa Sawit;Riau;2026;7520,555556;3328914,111;1;0,369209793;9162773,706;9011981;9011981;4954;4381,333333;13,84876801;8264,016602;13,84876801;66,81503031;0,001129791;995;8;9011981
Perkebunan;Kelapa Sawit;Sulawesi Barat;2026;4988,555556;146991,3333;4;0,369209793;384785,725;385998,75;385998,75;39;47;11,52352941;-391,816803;11,52352941;-1104,658469;0,000323967;1212;27;385998,75
Perkebunan;Kelapa Sawit;Sulawesi Selatan;2026;6560;56064,55556;4;0,369209793;184579,6105;128992,6016;128992,6016;102;2225,666667;16,79206897;2388,55127;16,79206897;2241,716931;0,000673651;1072;12;128992,6016
Perkebunan;Kelapa Sawit;Sulawesi Tengah;2026;4920,222222;141506,8889;4;0,369209793;409003,1936;397346,7188;397346,7188;0;44;9,813333333;-716,862915;9,813333333;0;0,00028014;1248;31;397346,7188
Perkebunan;Kelapa Sawit;Sulawesi Tenggara;2026;3164,222222;67454,22222;4;0,369209793;71115,8003;77532,55469;77532,55469;48014;1713,666667;300,4125621;40121,23047;300,4125621;-16,4384753;0,007985495;468;16;77532,55469
Perkebunan;Kelapa Sawit;Sulawesi Utara;2026;0;0;2;0,369209793;0;-51,19233322;51,19233322;10438360,58;1718804,885;57,06878747;10043218;57,06878747;-3,785485057;0,66976197;3;1;51,19233322
Perkebunan;Kelapa Sawit;Sumatera Barat;2026;7253,111111;442235,8889;4;0,369209793;1386692,193;1393053;1393053;386084,41;65295,37844;50,76860375;336306,2188;50,76860375;-12,89308503;0,028404269;163;20;1393053
Perkebunan;Kelapa Sawit;Sumatera Selatan;2026;6773,333333;1248827,556;1;0,369209793;4117794,743;4046114,25;4046114,25;94824;4816,333333;186,3077332;90337,0625;186,3077332;-4,731858496;0,007995862;467;5;4046114,25
Perkebunan;Kelapa Sawit;Sumatera Utara;2026;8583,777778;1353866,667;1;0,369209793;5060158,315;5054050;5054050;3369;256;150,5473134;1354,678101;150,5473134;-59,789905;0,003686091;673;24;5054050
Perkebunan;Panili;Aceh;2026;0;0;3;0,337091575;0;-448,2593994;448,2593994;76373;89123,62778;1074,423333;71842,0625;1074,423333;-5,932643081;0,031909446;140;15;448,2593994
Perkebunan;Panili;Bali;2026;43;296,8888889;3;0,337091575;2,659482419;-461,3259277;461,3259277;0;0;0;-448,2593994;0;0;0,000156684;1302;34;461,3259277
Perkebunan;Panili;Banten;2026;49,55555556;97,11111111;3;0,337091575;1,851264503;-177,3599396;177,3599396;41499,33333;15544,33333;4541,111111;49596,13281;4541,111111;19,51067362;0,102130978;44;19;177,3599396
Perkebunan;Panili;Bengkulu;2026;74,22222222;8;3;0,337091575;0,634048889;-89,60054016;89,60054016;531,6666667;831;1197,444444;-372,8976135;1197,444444;-170,1374822;0,028636545;161;4;89,60054016
Perkebunan;Panili;Daerah Istimewa Yogyakarta;2026;358,2222222;22;3;0,337091575;3,097111111;-875,0471802;875,0471802;2,666666667;17,11111111;313,7777778;-875,0471802;313,7777778;-32914,26926;0,007633379;482;23;875,0471802
Perkebunan;Panili;Daerah Khusus Ibukota Jakarta;2026;0;0;3;0,337091575;0;-448,2593994;448,2593994;15367,33333;35904,55556;770,8888889;15351,37305;770,8888889;-0,10385853;0,020023908;240;8;448,2593994
